track_id,artist_name,title,year,tempo,loudness,key,mode,time_signature,duration
TRBAPBU128F9304E1B,The Antlers,The Carrying Arms,2007,150.314,-17.624,7,1,1,107.98975
TRBAPPF128F4243DA5,Heaven 17,We Blame Love,1996,133.057,-10.025,7,1,4,287.39873
TRBAPVL128F428CD92,RUN-DMC,Jam-Master Jammin',1985,99.948,-14.283,1,1,4,259.97016
TRBAQSH128F4262B12,Orquesta America,Boda de Oro,1997,110.326,-11.711,5,1,4,353.69751
TRBARCH128F92FB2A9,Sharon Burch,Don't Be Afraid (World),1999,85.319,-14.16,9,1,4,183.30077
TRBARHH128E078EDE9,Aerosmith,Janie's Got A Gun,1989,115.106,-6.658,5,0,4,329.69098
TRBARJK128F9313126,The Cat's Miaow,Talking To Trees,2003,92.966,-15.828,2,1,5,103.00036
TRBARSX12903D03AE5,Sade,Morning Bird,2010,87.553,-17.279,7,0,5,234.26567
TRBASDY128F9327DB8,Danny Barnes,Big Girl Blues,2005,83.277,-12.427,4,1,1,169.482
TRBASEK128F9338E0F,Goldfish,Tracy,2004,104.031,-8.209,11,0,1,172.61669
TRBASFU128F933BBF0,Les Ogres De Barback,Flute,2001,71.084,-11.61,0,0,3,247.32689
TRBASHV128F92E5A7A,Stevie Ray Vaughan And Double Trouble,Ain't Gone 'N' Give Up On Love,2005,150.582,-12.077,1,1,3,368.63955
TRBASRX12903C9FDA8,Nickelback,Savin' Me,2005,164.025,-4.278,0,0,4,217.62567
TRBATJY128F4248894,Terry Riley,Peace Dance,1992,95.074,-16.387,6,0,7,349.20444
TRBATKI128F4284D54,Joy Enriquez,Between You And Me,2001,96.087,-3.941,10,1,4,260.96281
TRBATOI12903CEFF3A,Malefaction,Ongoing Plague,2003,137.795,-4.65,9,0,1,139.17995
TRBATOU128F4236287,Sonora Carruseles,La Chola Caderona,1999,76.799,-3.934,5,0,3,295.31383
TRBATSC128F427D709,Julio Iglesias Jr,Angel,2008,150.071,-7.233,3,1,4,252.13342
TRBAUDE128F428E913,Kane,Damn those eyes,1999,192.476,-11.59,6,1,4,422.73914
TRBAUFL128F429CD53,Groupa,Bliv Du Till Gran (If You Became A Spruce),1999,85.548,-10.681,4,0,3,229.56363
TRBAUFY128F4260113,Sleepy John Estes,Lawyer Clark Blues,1965,85.193,-19.297,8,1,1,190.27546
TRBAUHT128F92F0657,Nickelback,If Today Was Your Last Day (Album Version),2008,89.958,-4.157,10,0,4,248.05832
TRBAULO128F93300AE,Kathy Troccoli,You've Got A Friend,2005,88.55,-14.014,6,1,3,282.20036
TRBAUVN128F932FEF8,Britney Spears,Oops!...I Did It Again,2000,95.066,-5.205,11,1,4,211.01669
TRBAUXT128F147DF5A,R.E.M.,Final Straw (Album Version),2004,107.55,-7.534,0,1,4,246.17751
TRBAVCU12903CFDEFD,Spunk,Marbles,2005,118.721,-14.107,1,1,1,139.2322
TRBAVLT128F428F147,Gaither Vocal Band,Knowing You'll Be There,2003,85.103,-9.889,6,1,4,276.74077
TRBAVMF12903CEA4FB,Bad Company,Rock Steady,1974,97.701,-7.844,2,1,4,249.83465
TRBAVNX128F930C861,Ann Hampton Callaway,For All We Know,2005,206.978,-16.657,3,1,7,304.71791
TRBAVQR12903CBFAE2,Mariachi Silvestre Vargas,Cielito lindo,2006,88.457,-12.881,7,1,7,186.09587
TRBAVVM128F4250938,Nightfall,So(u)l Invictus,2004,105.061,-4.67,7,0,4,190.87628
TRBAVWG128F1495881,Bill Cosby,Fat Albert's Car,1973,70.535,-17.315,8,1,1,498.33751
TRBAWHU128EF3563C5,Screaming Lord Sutch,Murder In The Graveyard,1982,144.104,-11.588,9,1,4,184.05832
TRBAWKB128F931BAEE,Owl City,On The Wing,2008,115.02,-6.445,10,1,4,301.16526
TRBAWQK128F42743A9,Keb' Mo',The Door,2000,104.204,-11.0,9,1,1,236.48608
TRBAXCB128F931C8AF,Youves,On Probation,2008,142.001,-7.012,7,1,4,235.20608
TRBAXCV12903CA4067,Dionne Warwick,Let It Be Me,2006,87.447,-18.063,3,1,4,226.58567
TRBAXDP12903CD1922,AFI,Darling_ I Want To Destroy You,2009,157.944,-4.346,1,1,4,223.29424
TRBAXSM128F427B26E,Belphegor,Armageddon's Raid,2008,116.897,-2.027,1,1,4,308.76689
TRBAXUW128F933BBD9,Les Ogres De Barback,De rien,1999,99.839,-10.82,9,0,1,189.85751
TRBAYER128F933D3B7,Mighty Mighty Bosstones,Guns And The Young,1992,143.257,-7.982,9,1,4,142.73261
TRBAZEZ128F426B796,Tina Ann,I Do (Chris The Greek Remix),2003,134.017,-5.447,10,0,4,237.53098
TRBAZFD12903CB641D,Brooke White,Hold Up My Heart,2009,89.665,-8.023,2,1,4,233.79546
TRBAZHZ128F93576F2,Arthur Tracy,A Sailboat In The Moonlight,1993,58.69,-19.404,7,1,3,173.89669
TRBAZKT128F931F671,Alex Ubago,Ciudad desierta,2009,135.016,-5.274,7,1,4,186.09587
TRBAZMR128F423395F,themselves,Directions to my special place,2003,95.779,-13.275,9,0,4,274.1024
TRBAZYH128F4288198,The Jeff Healey Band,See The Light,1988,111.865,-4.732,7,1,4,267.33669
TRAZACV128F426983D,Simple Minds,See The Lights (2002 Digital Remaster),1991,125.344,-7.968,1,1,4,261.8771
TRAZAKG12903CF8157,A Different Breed of Killer,The Cleansing Apparatus,2008,192.725,-5.029,6,1,7,187.24526
TRAZANO128F429A795,Little Milton,Little Bluebird,1995,167.665,-14.245,0,0,3,394.762
TRAZAOK128F9324C9B,Galactic,[Hidden Track],2000,121.26,-7.724,1,1,1,89.67791
TRAZASM128F932FBEE,Franz Ferdinand,Do You Want To,2005,124.01,-3.509,0,1,4,214.9873
TRAZASN128F427DB44,Aswad,Ina Your Rights,1981,167.312,-8.777,2,0,1,280.94649
TRAZAVZ128F428ABFC,Rance Allen Group,The Painter,2006,100.288,-13.318,0,1,4,199.13098
TRAZBBM128F9335F10,Nouvelle,Céu do Brasil,2000,220.026,-14.659,2,1,7,229.51138
TRAZBBP128E07845D4,Kanye West,School Spirit Skit 2,2003,201.792,-13.928,8,1,5,46.602
TRAZBJZ128F932B37B,Bill Cosby,Hold On I'm A Comin' (Album Version),1968,117.047,-11.186,0,1,4,156.39465
TRAZBPE128F936741A,Darden Smith,Midnight Train,1990,154.403,-8.666,3,1,4,226.32444
TRAZBQW128F9306FD2,Glen Washington,Strangers In The Night,2000,153.602,-4.859,11,0,4,201.56036
TRAZBRT128F9305CE3,RUN-DMC vs. Jason Nevins,It's Like That,1984,129.07,-6.748,0,1,4,250.06975
TRAZBYT128F93351CF,Los Fabulosos Cadillacs,Vos Sabes,1999,114.72,-6.393,6,0,3,189.88363
TRAZCMY12903CDE03A,Jimmy Wakely,Mine All Mine,2005,92.596,-16.626,9,1,5,178.1024
TRAZCNK128F42A515E,Django Asül,Agenda Zwei Null Eins Null,2004,87.279,-11.876,9,1,4,365.73995
TRAZCOT128E0792471,Guns N' Roses,You're Crazy,1987,167.927,-2.246,1,0,4,284.99546
TRAZCUE128F4223510,KT Tunstall,Paper Aeroplane (Live From 'Drastic Fantastic' Tour),2007,99.379,-18.054,2,1,4,282.5922
TRAZCWP12903CB5764,Glad,This is My Father's World/For the Beauty of the Earth,1993,115.487,-12.998,6,1,4,234.762
TRAZCYR12903C98F1D,Dntel,Termites in the Bathtub,1998,120.162,-12.796,4,0,4,264.77669
TRAZDAV128F42A6515,Talib Kweli,Say Something [featuring Jean Grae] (Album Version),2007,190.008,-6.434,10,0,4,222.11873
TRAZDEN128F4276BA9,Orbital,Farenheit 303,2005,123.992,-15.046,6,0,4,504.47628
TRAZDHN12903CB7532,Gerald Clayton,Scrimmage,2009,76.425,-14.232,4,0,4,393.63873
TRAZDKY128F4235130,Kaija Koo,Viimeinen lento,1993,167.857,-9.933,1,1,3,182.33424
TRAZDPO128E078ECE6,Aerosmith,Crazy,1993,162.343,-4.277,6,0,3,319.73832
TRAZDQQ128F93590E2,Ned Miller,From a Jack To a King,1963,99.334,-10.112,3,1,1,131.83955
TRAZDTT128F9346306,The Shangri-Las,Out in the Streets,1965,105.832,-11.219,6,0,4,161.48853
TRAZEBG128F1456D2E,MxPx,You Found Me,1995,101.106,-5.41,11,0,1,151.24853
TRAZEJN12903CC5E4A,Gabriel Yared,Chile con carne,1986,89.871,-21.032,11,1,4,194.82077
TRAZEQU128F42926FD,Bruce Rowland,Mountain Theme,1982,120.664,-21.141,7,1,4,113.99791
TRAZEYQ12903C9D099,Johnny Winter,Shed So Many Tears,1984,111.716,-15.086,7,1,3,135.99302
TRAZEZW128F930F4FF,5th Ward Boyz,Ho Shit (Chopped&Screwed),1993,130.729,-6.712,2,1,4,261.11955
TRAZFAV128F92F1459,Mae West,Little Bar Butterfly,1996,123.204,-11.131,1,1,4,95.08526
TRAZFEX12903CDCF88,Call To Preserve,Hope For The Fallen,2008,158.018,-1.672,5,0,1,175.22893
TRAZFKN128F4250CD4,Commander Cody And His Lost Planet Airmen,Too Much Fun,1974,106.925,-12.484,9,1,4,205.71383
TRAZFYU128F93569C6,deadboy & the Elephantmen,No Rainbow,2005,161.68,-10.752,6,1,3,275.46077
TRAZFZS128F4272A31,Klaus Badelt,Severe Severing,2007,246.593,-22.28,9,0,4,592.56118
TRAZGIF128F934522F,Marcus Miller,3 Deuces,2001,100.135,-12.878,0,0,4,382.95465
TRAZGIL128E0793F9B,The Police,So Lonely,1978,156.957,-8.282,7,1,4,289.64526
TRAZGQQ128F4278C1A,Del The Funky Homosapien,Corner Story,1998,87.955,-7.531,4,0,4,242.85995
TRAZHAJ128F4289AE1,Tha Alkaholiks,Only When I'm Drunk,1993,104.458,-8.006,7,1,4,217.36444
TRAZHKJ128F92FB41D,Michael Stanley Band,Spanish Nights,1982,92.161,-11.768,7,1,4,346.56608
TRAZHMT12903C9D27E,Moist,Far Beyond The Endless,2010,131.98,-9.795,2,1,4,360.98567
TRAZHRE128F92F344E,Otis Taylor,Talking About It Blues,2009,148.022,-11.002,9,1,4,285.72689
TRAZHUK128E0789114,Akon,Lonely,2004,90.069,-10.87,1,1,4,211.66975
TRAZHXM128F146F711,M.A. Numminen,KOOKOSP}HKIN} - I'VE GOT A LOVELY BUNCH OF COCONUTS-,1998,134.972,-4.792,7,1,1,168.51546
TRAZHZI128F930653D,The Sensational Alex Harvey Band,Framed,1972,92.461,-9.253,5,1,3,536.0322
TRAZIER128F4254BBA,Fountains Of Wayne,You Gotta Go,2007,85.047,-3.594,0,1,4,126.87628
TRAZILC128F4253F29,Dons,Best Kept Secret,2006,124.031,-5.08,0,1,4,240.22159
TRAZIQB128F934B755,Since The Flood,Guardian Angel,2007,174.281,-2.517,1,1,4,194.92526
TRAZISB128F427907A,The Business,Class Compromise (&History's Glory),2001,115.586,-4.162,0,1,1,144.77016
TRAZISI128E078EE2F,Aerosmith,Same Old Song And Dance,1974,133.596,-5.686,0,1,4,357.53751
TRAZIWR128F4234282,Dells,Why Do You Have to Go,1957,108.926,-12.057,0,1,4,159.05914
TRAZJFT128F4257871,Dilated Peoples Featuring Devin The Dude,Poisonous (Edited) (Feat. Devin The Dude),2004,178.13,-5.703,4,0,7,221.28281
TRAZJGD128F4289D2A,Gym Class Heroes,To Bob Ross With Love (Album Version),2005,93.408,-7.468,6,0,4,158.64118
TRAZJNS128F92C3ABA,Johnny Copeland,Jambalaya (On The Bayou),2000,87.231,-11.336,10,0,3,221.962
TRAZJOI12903CDA550,Bon Jovi,The Distance,2002,89.008,-5.125,6,1,4,345.96526
TRAZJRY128EF347CD8,Eric Burdon,Comeback,1988,166.748,-6.818,2,1,1,125.51791
TRAZJUH128F934465B,Hanoi Rocks,Mental Beat,1983,135.648,-4.456,0,1,4,304.22159
TRAZKAG12903CD1918,AFI,Too Shy To Scream,2009,94.937,-4.606,8,1,4,176.61342
TRAZKCX128F4288F26,Shriekback,Squanderer,2007,70.074,-5.968,8,1,3,234.68363
TRAZKIS12903CEED76,Solas,Lament for Frankie,1996,47.934,-22.187,3,1,1,192.67873
TRAZKOL128F4234128,Russell Malone,Sugar Buzz,2007,86.172,-13.763,1,1,4,286.6673
TRAZKTZ128F425C690,Michael Gettel,Turning Of A Key,1993,95.046,-16.229,5,1,4,272.22159
TRAZLLR128F42A8DCC,Ayo,These Days,2006,82.723,-18.328,4,0,4,288.31302
TRAZLSQ128F424ADE8,Blind Blake,Dry Bone Shuffle,2006,140.178,-16.923,10,1,1,199.1571
TRAZLVR128E078F044,The Who,Slip Kid,1975,151.796,-9.003,2,0,4,271.69914
TRAZLXH12903CF7D51,The Fray,She Is,2005,144.239,-6.132,10,1,4,227.60444
TRAZMAV128F14AD215,Marco Beltrami,Franks Plea,2004,120.484,-19.306,5,1,4,160.78322
TRAZMIV12903CFC3E9,Oscar Lima,If You Wanna Be My Friend,1999,85.195,-8.66,10,0,3,218.72281
TRAZMND128F4269762,Harry Gregson-Williams,Sanchez Family,2004,160.038,-15.118,9,1,3,284.682
TRAZMZY128E078F06A,The Jam,Bricks And Mortar,1977,145.115,-9.696,1,1,1,157.3873
TRAZNDI128F9321777,KRS-One,Freestyle Ministry (server Verbals),2004,95.285,-4.178,10,0,4,136.95955
TRAZNFE128F92E49BF,Constance Demby,Moving On,1989,153.942,-13.129,4,1,7,285.75302
TRAZNKG12903CDCF8A,Call To Preserve,Open your Eyes,2008,115.09,-2.045,4,1,1,199.78404
TRAZNLA128F930A44E,R. Carlos Nakai,Red Wind (World),1994,142.151,-24.997,7,0,4,551.81016
TRAZNQI12903C9F8FC,Unwritten Law,Up All Night (Acoustic Live Album Version),2003,111.943,-7.742,3,1,4,174.10567
TRAZOAE128F9347A40,David & Steve Gordon,Evenglow,1982,64.634,-28.431,2,0,3,311.35302
TRAZOEU128F92E28DD,Willy DeVille,Louise,2008,60.646,-8.975,7,1,1,282.30485
TRAZORC128F426C323,Cut Copy,Unforgettable Season,2008,129.975,-3.592,10,1,4,195.21261
TRAZOSB128F9302A07,Maroon 5,This Love,2002,114.998,-6.04,10,0,4,177.52771
TRAZOSO128F149739D,N.W.A.,Approach To Danger (Edited),2006,189.801,-5.032,6,1,4,165.19791
TRAZOXW128F92E79B2,Memphis Minnie,My Butcher Man,1991,107.452,-16.536,1,1,3,180.29669
TRAZPJO12903CB4EA6,Little Jr. Parker,Mother-In-Law Blues,1958,101.914,-14.925,4,1,3,154.8273
TRAZQET128F42A0449,Phantom Planet,After Hours,2004,113.874,-5.482,4,1,4,164.12689
TRAZQJC128F9353DA3,50 Cent / Mobb Deep,Outta Control,2005,91.981,-5.804,11,1,4,247.77098
TRAZQTY12903CEDACC,Suicide,Night Time,2004,185.46,-5.537,0,1,3,394.73587
TRAZRAR128F1477778,The Four Pennies,Juliet,2002,101.308,-9.427,6,1,1,144.14322
TRAZRBR128E0782989,Nick Cave & The Bad Seeds,Where Do We Go Now But Nowhere,2006,122.002,-18.942,7,0,3,345.75628
TRAZRES128F4222850,Five Fingers of Funk,Let It Flow (Feat. Gauran-T and Freaky Frederali),1998,111.924,-9.999,2,0,1,177.00526
TRAZRFV128F92FAAB6,Leon Russell,Hummingbird,1970,86.994,-12.893,5,1,4,226.21995
TRAZRPT128F425DC9C,Soulwax,Much Against Everyone'S Advice (Dave Bascombe Radio Mix),2000,137.328,-8.099,7,1,1,171.4673
TRAZRXP12903CBD6A9,Vonray,Part Of Me (LP Version),2003,108.011,-5.472,8,1,4,230.08608
TRAZSBF128F933BBCA,Les Ogres De Barback,Femme du guerrier,1997,209.384,-10.032,7,0,3,278.12526
TRAZSCZ128F42554F4,John Fogerty,Don't You Wish It Was True,2007,124.505,-5.187,4,1,4,250.95791
TRAZSDB128F148726F,Anne Dudley,Victims of the occupation,2006,95.777,-18.671,1,0,7,94.69342
TRAZSFV128F14806FE,Darwin Hobbs,Worshipper's Medley,2005,111.417,-7.087,1,1,5,621.7922
TRAZSIN128F9352D39,Sofia Karlsson,Andra sidan,2009,152.338,-16.757,3,1,4,172.93016
TRAZSJF12903CB2B42,Uriah Heep,Falling In Love,1978,165.976,-8.535,5,1,4,184.55465
TRAZSJY128F92CCEA0,Eric Burdon,Leo's place,1999,138.593,-12.733,7,1,4,246.5171
TRAZSPX128F4275112,PRE,Greasers,2007,142.107,-3.972,9,1,1,92.70812
TRAZSRJ128F4216E54,Lyrics Born,Stop Complaining/Remix/Jam,2006,110.925,-5.407,7,1,4,445.49179
TRAZSRV128F1452866,Humanzi,Fix The Cracks,2006,158.972,-6.114,0,0,4,274.99057
TRAZTBZ12903CFB6DA,Pelle Carlberg,I Love You_ You Imbecile,2007,155.07,-4.403,7,1,4,174.81098
TRAZTJH12903CC5137,Gabriela Anders,Love Is So Unkind (Album Version),1998,148.119,-9.394,0,0,4,228.07465
TRAZTJP128F932D96B,Carl Crack,Sonnenfreunde,1998,107.054,-14.159,8,1,3,78.96771
TRAZTWI128F424CF73,Michael Stanley Band,He Can't Love you,1980,151.716,-10.922,0,1,4,216.34567
TRAZUKY128F426C8BC,Mötley Crüe,Afraid,1997,124.024,-5.668,0,1,4,248.21506
TRAZURS128F14A1CD2,Theodore Shapiro,Gun Pull,2006,131.409,-32.166,7,1,1,109.84444
TRAZUVK12903C9ACBA,Faith Hill & Tim McGraw,Let's Make Love (Album Version),1999,146.85,-8.355,5,1,4,252.89098
TRAZUVU128F42BABF4,Jesse Malin,Broken Radio,2007,129.953,-7.95,4,1,4,219.19302
TRAZUZS128F4242F76,Tito Puente,Flight To Jordan,1998,135.374,-14.445,8,1,4,356.41424
TRAZVEJ128F92EDA77,Daniel Johnston,Rock Around The Christmas Tree,2006,133.142,-7.324,4,1,4,130.55955
TRAZVFJ128F9310CE2,Radiohead,Vegetable (Live),1993,115.906,-9.958,7,1,4,188.31628
TRAZVVV128F428A033,Dropkick Murphys,Amazing Grace (Album Version),1999,183.684,-5.232,3,1,4,158.64118
TRAZVYP128F1459AD9,Leona Naess,Star Signs,2003,129.887,-14.507,4,1,4,292.88444
TRAZVZJ128F92EF28A,Set Your Goals,summer jam,2009,99.024,-3.242,8,1,4,185.86077
TRAZVZX128F930C9A2,Jeff Wahl,India,2003,150.081,-25.416,2,1,3,124.682
TRAZWDT128F4241B14,Shelby Lynne,Pretend,2008,100.848,-17.514,4,1,4,167.07873
TRAZWGK128F93141E3,Lady GaGa,Poker Face,2008,86.499,-11.323,3,1,4,243.33016
TRAZWGV128F425DA7C,Tracy Byrd,Just Let Me Be In Love,2007,96.068,-7.695,0,0,4,227.57832
TRAZXDC128F429874E,Shaggy,Criteria,2007,99.994,-6.658,9,1,4,223.4771
TRAZXNQ128F93351C4,Los Fabulosos Cadillacs,La Vida,1999,106.798,-4.537,0,0,4,192.07791
TRAZYFD128F42A0A51,FU-Schnickens,Visions (20/20),1994,90.846,-11.041,6,1,4,313.80853
TRAZYFP128F9336BD6,Sugar Minott,A True,1984,152.91,-7.651,1,1,4,206.78485
TRAZYQF12903CE3DA5,Valient Thorr,Problem Solver,2006,91.858,-6.641,1,0,4,200.64608
TRAZYQU128F934AC32,Lizzy Borden,Psychopath,1985,145.883,-8.38,9,1,7,234.91873
TRAZYVR128F4280A24,Northern State,Last Night,2004,129.352,-7.492,6,1,5,208.09098
TRAZYYE128F1456A0E,Brenda Lee,Everybody Loves Me But You,1995,107.073,-15.603,7,1,3,151.03955
TRAZYZQ128F146653D,Patience Dabany,Abagui Alobi,1994,124.293,-10.672,5,1,4,369.162
TRAZYZQ128F92E7FDA,Marcio Faraco,Sarapatel Humano,2002,134.777,-13.485,0,1,4,293.43302
TRAZZLJ128E07945F2,Eric B. & Rakim,Follow The Leader,1988,219.94,-9.406,10,0,7,335.01995
TRAZZON128F930D2DC,Vince Guaraldi,Room At The Bottom,1964,74.255,-24.669,5,1,1,270.75873
TRAZZQC128F427A0F5,Aerosmith,Milkcow Blues,1991,103.976,-10.672,7,1,4,255.65995
TRAZZXH128F933D2BA,Mighty Mighty Bosstones,Do Somethin' Crazy,1989,186.6,-9.769,4,0,4,147.46077
TRAZZYK128F145E683,Isabelle Adjani,Entre Autre Pas En Traître,1983,130.273,-16.755,7,0,4,179.77424
TRAYABO128F42957C9,Shelly Manne,Wameru  (LP Version),2002,141.743,-16.017,3,0,3,177.47546
TRAYABW128F4235888,NOFX,We March To The Beat Of Indifferent Drum,2006,94.898,-4.795,4,0,3,158.11873
TRAYADL128F14A4735,Tommy James And The Shondells,I Like The Way,1967,100.191,-13.961,0,1,4,161.85424
TRAYAKN128F9330A65,Ghost Machine,What You Made Me (Ugli),2005,160.057,-4.428,5,1,4,201.29914
TRAYAYH128F425DC38,Fastway,Kill Me With Your Heart,1986,133.393,-8.513,9,0,4,302.15791
TRAYBGC128F92E03EC,23rd Turnoff,Michaelangelo,2001,91.118,-11.688,4,1,1,143.80363
TRAYBIE128F92ED977,Various Production,Lost (Actress Remix),2008,118.519,-12.988,1,1,4,366.23628
TRAYBTJ12903CB4C22,Metsatöll,Kui rebeneb taevas,2010,134.897,-4.045,4,0,4,269.81832
TRAYBTO128F932008B,Jesse Malin,Since You're In Love,2004,120.648,-7.435,1,1,4,260.62322
TRAYCIH128E07890B9,The Cure,Doubt,1981,89.32,-18.967,0,1,4,67.76118
TRAYCIT128F92F1A43,Chelsea,Right To Work,1977,167.604,-9.286,5,1,4,200.59383
TRAYCVB128F92EB7B0,Kirk Franklin,Declaration (This Is It!),2007,104.048,-5.015,1,1,4,264.85506
TRAYDGF128F932F43D,Old Soul,Silent Night,2008,135.044,-5.933,0,1,4,85.99465
TRAYDIG12903CEF277,Lil' Band O' Gold,First You Cry,2000,142.709,-13.535,10,1,3,312.842
TRAYDJL128F145F261,Suzi Quatro,Too Big,1974,114.638,-8.28,4,0,4,200.202
TRAYDTH12903CDA34B,DJ Icey,A Little Louder,2003,135.99,-7.36,0,1,1,356.41424
TRAYDWI128F429A0B0,Tum Tum / Double T / LiL Ronnie,She's A Go,2007,155.389,-5.239,7,1,4,214.02077
TRAYDXM128F9317358,Franz Ferdinand,No You Girls,2009,119.943,-12.686,2,1,4,428.45995
TRAYDYV128F42906E1,Mindy McCready,Breakin' It,1996,153.849,-7.365,1,1,4,200.38485
TRAYDZH128C71967BC,New Found Glory,Sucker,2000,125.307,-5.072,6,1,4,172.22485
TRAYDZS128F4288459,Ebru Gündes,Seni Unuturum,2006,120.055,-7.622,8,0,4,248.99873
TRAYEGN128F9361233,Joe Bonamassa,When She Dances,2004,69.457,-11.494,0,1,1,293.69424
TRAYELV12903CB3BEA,Primordial,Journey's End,1998,124.614,-15.176,9,0,5,425.19465
TRAYESZ128F1458FAE,Public Image Ltd,The Order Of Death,1984,102.976,-12.525,4,1,4,288.80934
TRAYEWY128F92DEC29,Julie Zenatti,Si Je M'En Sors,2000,94.992,-7.051,4,1,4,211.64363
TRAYFBF128F92C52AB,Jesse Malin,Almost Grown,2002,141.271,-9.417,11,1,5,211.85261
TRAYFDY12903CBFA01,Zebra,The Ocean (Live Version),1990,120.599,-9.557,9,1,4,299.93751
TRAYFKN128F148C55A,Erick Sermon,Intro,1993,185.553,-11.851,0,0,3,34.08934
TRAYFNV128F421A865,Deborah Coleman,Nobody To Blame,1998,140.444,-5.046,5,1,4,230.60853
TRAYFPK128E07850DC,Moments In Grace,Stratus (EP Version),2004,92.222,-5.026,8,1,3,254.4322
TRAYFXH128F92E20F8,Carlos Baute,Te extraño porque te extraño,2008,105.01,-4.757,1,1,4,210.6771
TRAYGBT12903CF5DF0,Salt The Wound,Mutations,2009,144.678,-5.419,1,0,5,151.09179
TRAYGQU128F934B4F5,Norther,Fuck You,2006,200.06,-3.779,6,0,4,122.72281
TRAYGYF128F930CA01,Solas,Clothes Of Sand,2002,87.848,-9.758,11,0,4,255.97342
TRAYGYF12903CBE1D6,Pyranja,Nie Wieder (Toktok RMX),2006,85.989,-12.367,6,0,4,317.09995
TRAYHDU128F42942CA,Lady Saw,Freak Break,2000,90.184,-7.198,0,0,4,272.69179
TRAYHQD128F930F4F2,5th Ward Boyz,Studio Gangster,1993,165.779,-6.565,6,0,4,245.99465
TRAYHSH128F92E4A6F,Scott Glasgow,Solemn,2009,42.183,-28.158,11,1,1,85.15873
TRAYHSN128F427E065,Luis Alberto Spinetta,Oh! Doctor,1994,172.326,-16.21,9,1,7,143.62077
TRAYHUO128F42222C2,Soul Ballet,the Cool Down,2007,108.023,-7.335,0,1,3,330.37016
TRAYHYA12903D15D6A,iTAL tEK,Tokyo Freeze,2007,102.347,-9.298,11,0,5,293.09342
TRAYICR128F4282520,Kyle Riabko,Doesn't Get Much Better,2005,102.034,-4.618,11,0,4,211.53914
TRAYIFW12903CA9F1B,KALIMBA,Al Final,2009,65.246,-5.985,10,1,4,297.63873
TRAYIND12903CB7B05,Charley Pride,Help Me Make It Through the Night,2002,76.98,-13.551,0,1,4,172.09424
TRAYITB128F145EF28,Eliane Elias,The Beat Of My Heart,2000,83.219,-21.304,10,0,4,138.39628
TRAYIUG12903CC7E3C,Gipsy Kings,Camino,1989,91.846,-11.273,2,0,4,303.09832
TRAYIUY128F4289952,Deitrick Haddon,Stir The Gift,2004,139.543,-7.077,7,1,4,199.07873
TRAYJCD128F42802B4,Pascal Obispo,La Prétention De Rien,2004,130.026,-6.709,9,0,4,237.63546
TRAYJCG12903D081C4,Johnny Copeland,Make My Home Where I Hang My Hat,1983,94.552,-13.03,5,1,4,206.00118
TRAYJDF128F426B0DE,Janis Joplin,Maybe,1969,151.717,-12.494,8,1,3,246.72608
TRAYJDG128F92F2DA8,Sick On The Bus,Who R Ya,2002,181.573,-3.977,7,1,4,178.65098
TRAYJHF128F4294CB8,K'Naan,Smile,2004,163.44,-8.138,4,0,3,249.12934
TRAYJLA128F4267A6A,The Chap,They Have a Name,2008,149.978,-12.919,8,1,4,145.50159
TRAYJOF128F92F9EEA,Kelly Clarkson,Cry,2009,142.137,-4.256,10,1,3,214.5171
TRAYJPA12903CC54B4,T-Bone Walker,I'm Still In Love With You,1967,81.073,-16.964,1,1,1,171.83302
TRAYKGV12903CAA787,Z.Z. Hill,It Ain't No Use,1971,87.009,-18.22,0,1,4,189.46567
TRAYKHZ128F145289F,The Mars Volta,Caviglia,2005,203.314,-20.934,2,1,5,165.72036
TRAYKKU12903CD21CB,The Radio Dept,Mad About the Boy,2006,124.968,-11.953,2,1,4,207.20281
TRAYKOC128F930D2B8,Aerosmith,Cryin',1993,105.804,-3.947,9,1,3,308.76689
TRAYKTU128F934C82A,Y&T,Mean Streak,1983,165.712,-9.462,4,1,4,285.1522
TRAYKVH128F42AC993,Faithless,Mass Destruction,2004,88.74,-5.509,7,1,4,259.86567
TRAYKVV12903CC6B9F,Fontaine Sisters,Silver Bells,2004,84.138,-7.35,7,1,1,199.00036
TRAYKZI128F932B9E8,Evergreen Terrace,We're Always Losing Blood,2009,158.976,-3.862,4,1,4,241.44934
TRAYLCK128F933C422,Zbigniew Preisner,Morning at the hotel,1994,82.264,-16.891,0,1,5,146.46812
TRAYLKH128F427BCCC,W.A.S.P.,When The Levee Breaks,1992,144.252,-4.024,3,1,4,426.78812
TRAYLRS128F427FE81,Scar Symmetry,Abstracted,2006,97.687,-3.869,3,0,4,204.95628
TRAYLRT128F42605AF,The Verve Pipe,La La,1999,87.146,-7.899,11,0,4,249.28608
TRAYMKM128F4277046,Simon & Garfunkel,Patterns,1966,107.593,-14.299,7,1,4,182.56934
TRAYMXW128F9308106,Marcie Blane,Wer Einmal 'A' Gesagt (What Does A Girl Do?),2004,86.708,-9.462,2,1,4,136.38485
TRAYMYA128F4262C9D,Super Cat,Them No Care,1992,157.5,-7.616,6,1,4,215.66649
TRAYNJN128F427A1AF,Vilma Palma e Vampiros,Bye Bye,1992,197.232,-7.088,6,1,4,344.86812
